
2025-05-04 14:23:49,28.6139,77.209,22,24,1.0895522388059702
2025-05-04 14:23:50,28.7041,77.1025,15,30,2.0
2025-05-04 14:23:51,28.4595,77.0266,47,50,1.0636749545178896
2025-05-04 14:23:51,28.4089,77.3178,33,33,1.0
2025-05-04 14:23:52,28.5355,77.391,31,31,1.0
2025-05-04 14:26:01,28.6139,77.209,22,24,1.0895522388059702
2025-05-04 14:26:02,28.7041,77.1025,15,29,1.9341563786008231
2025-05-04 14:26:02,28.4595,77.0266,46,50,1.0873256519102485
2025-05-04 14:26:03,28.4089,77.3178,26,33,1.2704918032786885
2025-05-04 14:26:04,28.5355,77.391,31,31,1.0
2025-05-04 14:28:05,28.6139,77.209,23,24,1.044776119402985
2025-05-04 14:28:05,28.7041,77.1025,16,30,1.875177304964539
2025-05-04 14:28:06,28.4595,77.0266,46,50,1.0873256519102485
2025-05-04 14:28:07,28.4089,77.3178,33,33,1.0
2025-05-04 14:28:09,28.5355,77.391,31,31,1.0
2025-05-04 14:30:10,28.6139,77.209,23,24,1.044776119402985
2025-05-04 14:30:10,28.7041,77.1025,18,30,1.6666666666666667
2025-05-04 14:30:11,28.4595,77.0266,46,50,1.0873256519102485
2025-05-04 14:30:12,28.4089,77.3178,33,33,1.0
2025-05-04 14:30:13,28.5355,77.391,31,31,1.0
2025-05-04 14:32:14,28.6139,77.209,24,24,1.0
2025-05-04 14:32:15,28.7041,77.1025,18,30,1.6666666666666667
2025-05-04 14:32:17,28.4595,77.0266,46,50,1.0873256519102485
2025-05-04 14:32:18,28.4089,77.3178,33,33,1.0
2025-05-04 14:32:20,28.5355,77.391,31,31,1.0
2025-05-04 14:34:21,28.6139,77.209,24,24,1.0
2025-05-04 14:34:22,28.7041,77.1025,17,29,1.7064471879286693
2025-05-04 14:34:23,28.4595,77.0266,47,50,1.0636749545178896
2025-05-04 14:34:23,28.4089,77.3178,33,33,1.0
2025-05-04 14:34:24,28.5355,77.391,31,31,1.0
2025-05-04 14:36:28,28.6139,77.209,24,24,1.0
2025-05-04 14:36:31,28.7041,77.1025,16,30,1.875177304964539
2025-05-04 14:36:32,28.4595,77.0266,47,50,1.0636749545178896
2025-05-04 14:36:34,28.4089,77.3178,33,33,1.0
2025-05-04 14:36:36,28.5355,77.391,31,31,1.0
2025-05-04 14:38:37,28.6139,77.209,24,24,1.0
2025-05-04 14:38:38,28.7041,77.1025,16,30,1.875177304964539
2025-05-04 14:38:39,28.4595,77.0266,46,50,1.0873256519102485
2025-05-04 14:38:40,28.4089,77.3178,33,33,1.0
2025-05-04 14:38:41,28.5355,77.391,31,31,1.0
2025-05-04 14:40:43,28.6139,77.209,24,24,1.0
2025-05-04 14:40:47,28.7041,77.1025,14,29,2.072702331961591
2025-05-04 14:40:50,28.4595,77.0266,46,50,1.0873256519102485
2025-05-04 14:40:51,28.4089,77.3178,33,33,1.0
2025-05-04 14:40:53,28.5355,77.391,31,31,1.0
2025-05-04 14:42:55,28.6139,77.209,24,24,1.0
2025-05-04 14:42:56,28.7041,77.1025,15,29,1.9341563786008231
2025-05-04 14:42:57,28.4595,77.0266,50,50,1.0
2025-05-04 14:42:57,28.4089,77.3178,33,33,1.0
2025-05-04 14:42:58,28.5355,77.391,31,31,1.0
2025-05-04 14:44:59,28.6139,77.209,24,24,1.0
2025-05-04 14:45:00,28.7041,77.1025,15,29,1.9341563786008231
2025-05-04 14:45:01,28.4595,77.0266,46,50,1.0873256519102485
2025-05-04 14:45:02,28.4089,77.3178,33,33,1.0
2025-05-04 14:45:02,28.5355,77.391,31,31,1.0
2025-05-04 14:47:03,28.6139,77.209,24,24,1.0
2025-05-04 14:47:04,28.7041,77.1025,16,29,1.813443072702332
2025-05-04 14:47:05,28.4595,77.0266,46,50,1.0873256519102485
2025-05-04 14:47:06,28.4089,77.3178,26,33,1.2704918032786885
2025-05-04 14:47:07,28.5355,77.391,31,31,1.0
2025-05-04 14:49:08,28.6139,77.209,24,25,1.0428015564202335
2025-05-04 14:49:08,28.7041,77.1025,15,30,2.0
